time_min,temp_C,well_id,od_600nm,strain,carbon,date,run_number
6.166666666666667,35.8,1,0.079,blank,blank,20190130,1
13.166666666666666,37,1,0.079,blank,blank,20190130,1
20.166666666666668,37,1,0.079,blank,blank,20190130,1
27.166666666666668,37,1,0.079,blank,blank,20190130,1
34.166666666666664,37,1,0.079,blank,blank,20190130,1
41.166666666666664,37,1,0.079,blank,blank,20190130,1
48.166666666666664,37,1,0.079,blank,blank,20190130,1
55.166666666666664,37,1,0.079,blank,blank,20190130,1
62.166666666666664,37,1,0.079,blank,blank,20190130,1
69.16666666666667,37,1,0.079,blank,blank,20190130,1
76.16666666666667,37,1,0.079,blank,blank,20190130,1
83.16666666666667,37,1,0.079,blank,blank,20190130,1
90.16666666666667,37.1,1,0.079,blank,blank,20190130,1
97.16666666666667,37.1,1,0.079,blank,blank,20190130,1
104.16666666666667,37,1,0.079,blank,blank,20190130,1
111.16666666666667,37,1,0.079,blank,blank,20190130,1
118.16666666666667,37,1,0.079,blank,blank,20190130,1
125.16666666666667,37,1,0.079,blank,blank,20190130,1
132.16666666666666,37.1,1,0.079,blank,blank,20190130,1
139.16666666666666,37,1,0.079,blank,blank,20190130,1
146.16666666666666,37,1,0.079,blank,blank,20190130,1
153.16666666666666,37,1,0.079,blank,blank,20190130,1
160.16666666666666,37.1,1,0.079,blank,blank,20190130,1
167.16666666666666,37,1,0.079,blank,blank,20190130,1
174.16666666666666,37,1,0.079,blank,blank,20190130,1
181.16666666666666,37,1,0.079,blank,blank,20190130,1
188.16666666666666,37.1,1,0.079,blank,blank,20190130,1
195.16666666666666,37,1,0.079,blank,blank,20190130,1
202.16666666666666,37,1,0.079,blank,blank,20190130,1
209.16666666666666,37.1,1,0.079,blank,blank,20190130,1
216.16666666666666,37.1,1,0.079,blank,blank,20190130,1
223.16666666666666,37,1,0.079,blank,blank,20190130,1
230.16666666666666,37,1,0.079,blank,blank,20190130,1
237.16666666666666,37.1,1,0.079,blank,blank,20190130,1
244.16666666666666,37,1,0.079,blank,blank,20190130,1
251.16666666666666,37,1,0.079,blank,blank,20190130,1
258.1666666666667,37,1,0.079,blank,blank,20190130,1
265.1666666666667,37.1,1,0.079,blank,blank,20190130,1
272.1666666666667,37.1,1,0.079,blank,blank,20190130,1
279.1666666666667,37.1,1,0.079,blank,blank,20190130,1
286.1666666666667,37,1,0.079,blank,blank,20190130,1
293.1666666666667,37,1,0.079,blank,blank,20190130,1
300.1666666666667,37,1,0.079,blank,blank,20190130,1
307.1666666666667,37,1,0.078,blank,blank,20190130,1
314.1666666666667,37.1,1,0.078,blank,blank,20190130,1
321.1666666666667,37.1,1,0.079,blank,blank,20190130,1
328.1666666666667,37.1,1,0.079,blank,blank,20190130,1
335.1666666666667,37,1,0.079,blank,blank,20190130,1
